"","Family","Tribe","Country","Measurer","Subfamily","Genus","Species","Sex","Latitude","Spec.wgt","Wgt.SD","IT","IT.SD","Cane"
"204","Melittidae","Macropidini ","Switzerland","LK","Melittinae","Macropis","Macropis_europaea","Female",47.3769,0.013684,NA,2.376,NA,0.0161529803614047
"205","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_apicata","Female",-25.033,0.041847,NA,1.7618775574,NA,0.00771949496576435
"206","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_aurifrons","Female",-25.75,0.0070468,0.00107629000635413,3.998265032,0.117052183334472,0.0583890412468614
"207","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_callura","Female",-25.75,0.045428,NA,1.40891244,NA,0.00444487674710536
"208","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_chrysopyea","Female",-36.63,0.0041,NA,2.047652169,NA,0.01118852605069
"209","Megachilidae","Megachilini","Germany","LK","Megachilinae","Megachile","Megachile_ericetorum","Female",10.057994,0.01003871,NA,2.988564923,NA,0.0284587072982675
"210","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_heriadiformis","Female",-34.3766666666667,0.029596,NA,2.16086469066667,NA,0.0127784791804172
"211","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_maculariformis","Female",-33.265,0.0117038066666667,0.00375666004956974,3.52995826,0.295606891147352,0.0429287333779659
"212","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_macularis","Female",-26,0.033831355,0.0108790428895216,3.028486156,0.412137188828793,0.0294065679071424
"213","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_megbid","Female",-26.28,0.030328,NA,1.6404555915,NA,0.00647170961391108
"214","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_megsp2","Female",-30.11,0.007028,0.00424264068711928,3.280911183,0.0720914363378896,0.0358337438176201
"215","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_megsp4","Female",-28.51,0.032828,NA,2.652612392,NA,0.0212003579809137
"216","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_oblonga","Female",-36.65,0.024028,NA,1.999746689,NA,0.0105532826018396
"217","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_paracallida","Female",-25.95,0.01043871,NA,1.412474642,NA,0.00447267638111801
"218","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_serricauda","Female",-30.11,0.00374,0.000415932686861708,3.112627831,0.0710895417824624,0.0314652067370346
"219","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_simplex","Female",-36.4,0.023224,NA,2.4548487455,NA,0.0175089583960549
"220","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_tenuicincta","Female",-24.065,0.01388871,0.00233345237791561,2.5766085065,0.0121600014718732,0.0197319462206349
"221","Megachilidae","Megachilini","USA","JC","Megachilinae","Megachile","Megachile_texana","Female",32.531318,0.0161795,0.00281876502846801,3.6873,0.203177785639067,0.0478090507470101
"222","Apidae","Eucerini","USA","JC","Apinae","Melissodea","Melissodea_agilis","Female",32.531318,0.031122,NA,3.2497,NA,0.0349979372495044
"223","Melittinae","Melittini ","Switzerland","LK","Melittinae","Melitta","Melitta_nigricans","Female",47.3769,0.017621,NA,2.27,NA,0.0144315730878363
"224","Apidae","Nomadini","Spain","IB","Nomadinae","Nomada","Nomada_agrestis","Female",37.396355,0.0255,NA,2.68,NA,0.0217449217465519
"225","Apidae","Nomadini","Germany","LK","Nomadinae","Nomada","Nomada_fabriciana","Female",10.124092,0.013,NA,1.59869184,NA,0.00607247581453777
"226","Apidae","Nomadini","Switzerland","LK","Nomadinae","Nomada","Nomada_fabriciana","Female",47.3769,0.0273,NA,1.595,NA,0.00603791010002779
"227","Apidae","Nomadini","Spain","IB","Nomadinae","Nomada","Nomada_fucata","Female",37.396355,0.0069,NA,2.08,NA,0.0116300186061163
"228","Apidae","Nomadini","Spain","IB","Nomadinae","Nomada","Nomada_melathoracica","Female",37.396355,0.009596,NA,2.76,NA,0.0233829253781327
"229","Apidae","Nomadini","Spain","IB","Nomadinae","Nomada","Nomada_merceti","Female",37.396355,0.01129,NA,0.91,NA,0.00151049513540175
"230","Halictidae","Nomiini","USA","JC","Nomiinae","Nomia","Nomia_melanderi","Female",32.531318,0.035861,NA,2.497,NA,0.0182606550295049
"231","Halictidae","Nomiini","Australia","LK","Nomiinae","Nomia","Nomia_nomsp1","Female",-30.01,0.022334,NA,2.664895849,NA,0.0214435808980788
"232","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_adunca","Female",10.050008,0.022946,0.000919238815542511,2.425061364,0.120297156332261,0.0169890513105752
"233","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_bicolor","Female",10.040881,0.022996,NA,2.411242476,NA,0.0167510177774017
"234","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_bicornis","Female",10.050008,0.035946,0.000777817459305205,2.9621554915,0.0668800070346429,0.0278417914926692
"235","Megachilidae","Osmiini","Switzerland","LK","Megachilinae","Osmia","Osmia_bicornis","Female",47.3769,0.0314476666666667,0.00295738623337117,2.96733333333333,0.159406189758532,0.0279621104914112
"236","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_gallarum","Female",10.0989826666667,0.005596,0.00205182845286832,1.83105388866667,0.0811878233345377,0.00848956776466288
"237","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_spinulosa","Female",10.124092,0.008546,0.00459619407771256,1.8035184745,0.28793146087265,0.0081778208309255
"238","Andrenidae","Panurgini","Spain","IB","Panurginae","Panurgus","Panurgus_calcaratus","Female",37.396355,0.0125,NA,1.26,NA,0.00337345671538954
"239","Andrenidae","Panurgini","Spain","IB","Panurginae","Panurgus","Panurgus_dargius","Female",37.396355,0.0095,NA,2.06,NA,0.0113558535485678
"240","Andrenidae","Perditini","USA","JC","Panurginae","Perdita","Perdita_coreopsidis","Female",32.531318,0.004548,NA,1.4785,NA,0.0050067519111219
"241","Megachilidae","Anthidini","Spain","IB","Megachilinae","Pseudoanthidium","Pseudoanthidium_melanorum","Female",37.396355,0.0289,NA,3.45,NA,0.0405676038706764
"242","Halictidae","Halictini","Switzerland","LK","Halictinae","Sphecodes","Sphecodes_crassus","Female",47.3769,0.0063,NA,1.263,NA,0.00339332332235828
"243","Halictidae","Halictini","Germany","LK","Halictinae","Sphecodes","Sphecodes_ephippius","Female",10.124092,0.00889,NA,1.271337729,NA,0.00344890240547143
"244","Halictidae","Halictini","Switzerland","LK","Halictinae","Sphecodes","Sphecodes_monilllocornis","Female",47.3769,0.006696,NA,1.488,NA,0.00508655947191161
"245","Halictidae","Halictini","Spain","IB","Halictinae","Sphecodes","Sphecodes_sp","Female",37.396355,0.007334,NA,1.57,NA,0.00580692291474916
"246","Apidae","Meliponini","Australia","LK","Apinae","Tetragonula","Tetragonula_carbonaria","Female",-29.2761111111111,0.00196322222222222,0.000490602097733646,1.15935355244444,0.0745663351429342,0.00274666504591987
"247","Apidae","Meliponini","Australia","LK","Apinae","Tetragonula","Tetragonula_mellipes","Female",-14.5838095238095,0.00194790476190476,0.000688221033154459,1.11589351404762,0.0500416706092264,0.00249939887150233
"248","Apidae","Melectini","Australia","LK","Apinae","Thyreus","Thyreus_nitidulus","Female",-24.84,0.026928,NA,2.822738262,NA,0.0247173002203206
"249","Apidae","Melectini","Australia","LK","Apinae","Thyreus","Thyreus_waroonensis","Female",-34.0825,0.0227360325,0.00346021984022572,2.6971399215,0.267583238391569,0.0220899129705722
"250","Apidae","Epeolini","USA","JC","Nomadinae","Triepeolus","Triepeolus_verbesinae","Female",32.531318,0.016566,NA,2.3826,NA,0.0162639935218017
"251","Apidae","Xylocopini","Australia","LK","Xylocopinae","Xylocopa","Xylocopa_bombylans","Female",-29.885,0.1002,NA,4.60897215864286,NA,0.0829382895691175
"252","Apidae","Xylocopini","Spain","IB","Xylocopinae","Xylocopa","Xylocopa_cantabrita","Female",37.396355,0.1948,NA,5.71,NA,0.140753902251945
"253","Apidae","Xylocopini","Australia","LK","Xylocopinae","Xylocopa","Xylocopa_lieftincki","Female",-29.97,0.151718,NA,6.89184812875,NA,0.22396744859864
"254","Apidae","Xylocopini","USA","JC","Xylocopinae","Xylocopa","Xylocopa_micans","Female",32.531318,0.188354,NA,5.9118,NA,0.153356935786325
"255","Apidae","Xylocopini","Spain","IB","Xylocopinae","Xylocopa","Xylocopa_valga","Female",37.396355,0.101642428571429,0.0170251950343027,8.02,0.278882489981011,0.325647060197345
"256","Apidae","Xylocopini","USA","JC","Xylocopinae","Xylocopa","Xylocopa_virginica","Female",32.531318,0.260256,0.0450116701015785,5.6496,0.442827412444731,0.13710621217661
"260","Andrenidae","Andrenini","Switzerland","LK","Andreninae","Andrena","Andrena_alfkenella","Male",47.3769,0.0108,NA,1.332,NA,0.00386957804855825
"262","Andrenidae","Andrenini","Spain","IB","Andreninae","Andrena","Andrena_flavipes","Male",37.396355,0.0039,NA,1.94,NA,0.00979177624115916
"276","Andrenidae","Andrenini","Ireland","LR","Andreninae","Andrena","Andrena_subopaca","Male",53.31,0.00859,0.0015556349186104,1.4,0.190918830920368,0.0043757747919873
"279","Apidae","Anthophorini","Spain","IB","Apinae","Anthophora","Anthophora_aestivalis","Male",37.396355,0.0555,NA,4.59,NA,0.082097877822797
"280","Apidae","Anthophorini","Spain","IB","Apinae","Anthophora","Anthophora_dispar","Male",37.396355,0.0503,NA,3.76,NA,0.0501702814155889
"283","Apidae","Bombini","Switzerland","LK","Apinae","Bombus","Bombus_bohemicus","Male",47.3769,0.059361,NA,3.916,NA,0.0554674369131768
"284","Apidae","Bombini","Ireland","LR","Apinae","Bombus","Bombus_hortorum","Male",53.31,0.0481142857142857,0.00734198623703163,5,0.284023331739185,0.101409132336419
"288","Apidae","Bombini","Switzerland","LK","Apinae","Bombus","Bombus_Lapidarius","Male",47.3769,0.047674,NA,3.506,NA,0.0422129127867893
"289","Apidae","Bombini","Britain","LK","Apinae","Bombus","Bombus_lucorum","Male",51.465,0.03625,0.0127986327394765,4.47517022375,0.354811467907293,0.0771194835003546
"290","Apidae","Bombini","Switzerland","LK","Apinae","Bombus","Bombus_lucorum","Male",47.3769,0.044174,NA,4.156,NA,0.0642424362512522
"299","Apidae","Bombini","Switzerland","LK","Apinae","Bombus","Bombus_vestalis","Male",47.3769,0.0801555556666667,0.0109200288820674,3.783,0.251661147842358,0.0509314381434523
"300","Colletidae","Euryglossinae","Australia","LK","Euryglossinae","Callohesma","Callohesma_calsp1","Male",-24.84,0.004828,NA,1.585794211,NA,0.00595222956187406
"305","Megachilidae","Megachilini","Germany","LK","Megachilinae","Coelioxys","Coelioxys_inermis","Male",10.040881,0.010196,NA,1.87138457,NA,0.00895876205451198
"307","Colletidae","Colletini","Spain","IB","Colletinae","Colletes","Colletes_nigricans","Male",37.396355,0.0075,NA,1.85,NA,0.00870811074996604
"310","Apidae","Eucerini","Spain","IB","Apinae","Eucera","Eucera_elongatula","Male",37.396355,0.021,NA,2.9,NA,0.0264214790756374
"311","Apidae","Eucerini","Switzerland","LK","Apinae","Eucera","Eucera_longicornis","Male",47.3769,0.032,NA,3.073,NA,0.030485333238289
"312","Apidae","Eucerini","Switzerland","LK","Apinae","Eucera","Eucera_nigrescens","Male",47.3769,0.027374,NA,3.015,NA,0.0290842950850714
"313","Apidae","Eucerini","Spain","IB","Apinae","Eucera","Eucera_rufa","Male",37.396355,0.034771,0.00615182899632297,3.46,0.189504617357995,0.0408585570089136
"316","Colletidae","Colletini","Australia","LK","Colletinae","Goniocolletes","Goniocolletes_perfasciatus","Male",-25.75,0.0054,NA,1.929116815,NA,0.00965670505758714
"323","Colletidae","Halictina","Australia","LK","Hylaeinae","Hylaeus","Hylaeus_amiculus","Male",-26.42,7e-04,NA,0.770786884,NA,0.00100248930628901
"327","Colletidae","Halictina","Australia","LK","Hylaeinae","Hylaeus","Hylaeus_elegans","Male",-27.06,0.002296,0.000424264068711928,1.532975349,0.0121600014718733,0.00547463438107597
"328","Colletidae","Halictina","Germany","LK","Hylaeinae","Hylaeus","Hylaeus_gredleri","Male",10.0363875,0.002766667,NA,0.9353851985,NA,0.00161667549821421
"333","Halictidae","Halictini","Australia","LK","Halictinae","Lasioglossum","Lasioglossum_lassp1","Male",-29.98,0.00286733333333333,0.00023094010767585,1.393762844,0.0652479732360339,0.00432779817222464
"335","Halictidae","Halictini","Australia","LK","Halictinae","Lasioglossum","Lasioglossum_lassp3","Male",-24.84,0.001734,NA,1.231416496,NA,0.00318763901265381
"336","Halictidae","Halictini","Australia","LK","Halictinae","Lasioglossum","Lasioglossum_lassp4","Male",-29.94,0.003228,NA,1.3216999,NA,0.00379611505426109
"337","Halictidae","Halictini","Australia","LK","Halictinae","Lasioglossum","Lasioglossum_lassp6","Male",-26.37,0.0024,NA,1.253526717,NA,0.00333082555389345
"342","Halictidae","Halictini","Spain","IB","Halictinae","Lasioglossum","Lasioglossum_leucozonium","Male",37.396355,0.002164,NA,1.315,NA,0.00374877871562975
"343","Halictidae","Halictini","Switzerland","LK","Halictinae","Lasioglossum","Lasioglossum_leucozonium","Male",47.3769,0.00255,0.000777817459305202,1.6255,0.187177164074011,0.00632700483384421
"346","Halictidae","Halictini","Australia","LK","Halictinae","Lasioglossum","Lasioglossum_pulvitectum","Male",-36.63,0.00583333366666667,0.00105987420637231,1.45251871,0.1,0.00479231112844068
"347","Halictidae","Halictini","Switzerland","LK","Halictinae","Lasioglossum","Lasioglossum_zonulum","Male",47.3769,0.001966667,0.000282842712474619,1.455,0,0.0048125499040332
"348","Colletidae","Paracolletini","Australia","LK","Colletinae","Leioproctus","Leioproctus_amabilis","Male",-36.6389285714286,0.00699228142857143,0.000710493903775104,1.87215228642857,0.105426788539517,0.00896783932613048
"349","Colletidae","Paracolletini","Australia","LK","Colletinae","Leioproctus","Leioproctus_flavomaculatus","Male",-30.01,0.006503,0.000639661368746516,1.7503925255,0.0856809600576224,0.00759584281588985
"350","Colletidae","Paracolletini","Australia","LK","Colletinae","Leioproctus","Leioproctus_leisp3","Male",-36.7,0.00558871,0.000919238815542512,1.6855972935,0.0473371482081282,0.00692035062917345
"353","Halictidae","Nomiini","Australia","LK","Nomiinae","Lipotriches","Lipotriches_lipsp3","Male",-29.94,0.011734,NA,2.214707174,NA,0.0135790921720595
"355","Halictidae","Nomiini","Australia","LK","Nomiinae","Lipotriches","Lipotriches_sp6","Male",-26.37,0.009828,NA,2.080203328,NA,0.0116328258757425
"358","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_captionis","Male",-26.06,0.009114,0.00129259119600901,2.145305646,0.109440012539753,0.0125524977725291
"361","Megachilidae","Megachilini","Switzerland","LK","Megachilinae","Megachile","Megachile_ericetorum","Male",47.3769,0.025204,NA,3.165,NA,0.0327886070682804
"366","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_megsp1","Male",-26.28,0.003,NA,1.398471502,NA,0.00436398836665595
"368","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_megsp3","Male",-26.37,0.012928,NA,2.114597005,NA,0.012113502348372
"369","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_micrerythrura","Male",-14.62,0.004734,0.000424264068711929,1.854801904,0.117257155787516,0.00876402621584452
"371","Megachilidae","Megachilini","Australia","LK","Megachilinae","Megachile","Megachile_turneri","Male",-14.59,0.004278,0.000777817459305202,1.518849374,0.096411439988743,0.00535091671079876
"372","Apidae","Melectini","Germany","LK","Apinae","Melecta","Melecta_punctata","Male",10.113375,0.036496,NA,3.265556863,NA,0.035421102639642
"374","Apidae","Nomadini","Switzerland","LK","Nomadinae","Nomada","Nomada_flava","Male",47.3769,0.0086,NA,1.777,NA,0.00788412419976984
"376","Apidae","Nomadini","Switzerland","LK","Nomadinae","Nomada","Nomada_sexfasciata","Male",47.3769,0.01969,NA,1.907,NA,0.00938564503927677
"378","Megachilidae","Osmiini","Spain","IB","Megachilinae","Osmia","Osmia_bicornis","Male",37.396355,0.0306,NA,2.94,NA,0.0273304399447387
"381","Megachilidae","Osmiini","Switzerland","LK","Megachilinae","Osmia","Osmia_caerulescens","Male",47.3769,0.016687,NA,1.718,NA,0.00725347155516735
"382","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_florisomnis","Male",10.135947,0.019994,NA,1.461731302,NA,0.0048677099243607
"384","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_lagopus","Male",10.057994,0.00426266666666667,0.000611010092660779,1.927888469,0.145942418003011,0.00964153012810684
"385","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_leaiana","Male",10.040881,0.010096,NA,1.927274297,NA,0.00963394800005815
"386","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_niveata","Male",10.040881,0.010996,NA,1.887353064,NA,0.00914869697620804
"387","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_rapunculi","Male",10.040881,0.008996,NA,1.634928036,NA,0.00641800017004852
"388","Megachilidae","Osmiini","Spain","IB","Megachilinae","Osmia","Osmia_submicans","Male",37.396355,0.006896,NA,3.33,NA,0.0371721162032893
"389","Megachilidae","Osmiini","Germany","LK","Megachilinae","Osmia","Osmia_truncorum","Male",10.06346,0.006046,0.00113871272350258,1.45942815425,0.168245522119767,0.0048487945556518
"390","Andrenidae","Panurgini","Spain","IB","Panurginae","Panurgus","Panurgus_banksianus","Male",37.396355,0.0149,NA,2.16,NA,0.0127658573197589
"391","Andrenidae","Panurgini","Spain","IB","Panurginae","Panurgus","Panurgus_cephalotes","Male",37.396355,0.0097,NA,1.81,NA,0.00825057845523995
"393","Halictidae","Halictini","Switzerland","LK","Halictinae","Sphecodes","Sphecodes_ephippius","Male",47.3769,0.002204,NA,1.277,NA,0.00348695364204365
"394","Halictidae","Rophitini","Spain","IB","Rophitinae","Systropha","Systropha_planidens","Male",37.396355,0.0155666666666667,0.00630026454471027,2.38333333333333,0.0513160143944689,0.0162763562505894
"399","Megachilidae","Anthidini","Spain","IB","Megachilinae","Xylocopa","Xylocopa_sticticum","Male",37.396355,0.083303,0.014971166732534,3.66,0.261027605784239,0.046939815378548
